,0,1,2,3,4,pnl
0,0.2499482794290049,0.25,0.24705232129697863,0.25191675794085433,0.0,0.9989173586668378
1,0.2500862009516585,0.25015391380826735,0.25018422991893885,0.2524644030668127,0.0,1.0028887477456774
2,0.24424177642921183,0.25017590149516267,0.25497420781134855,0.25219058050383353,0.0,1.0015824662395567
3,0.24339700710295842,0.25008795074758133,0.25331613854089907,0.25219058050383353,0.0,0.9989916768952725
4,0.24108682159851047,0.2502418645558487,0.2503684598378777,0.2552026286966046,0.0,0.9968997746888414
5,0.24110406178884217,0.2507475813544415,0.2498157700810612,0.25684556407447967,0.0,0.9985129772988245
6,0.24029377284325218,0.25114335971855756,0.2487103905674282,0.25711938663745887,0.0,0.9972669097666969
7,0.2472932901179229,0.2512752858399296,0.24539425202652915,0.2546549835706462,0.0,0.9986178115550278
8,0.24941383352872218,0.25169305189094104,0.24852616064848934,0.2617743702081051,0.0,1.0114074162762576
9,0.23017378111854353,0.2518689533861037,0.24852616064848934,0.2656078860898138,0.0,0.9961767812429504
10,0.23300117233294254,0.2518689533861037,0.2503684598378777,0.265881708652793,0.0,1.0011202942097168
11,0.24346596786428518,0.25197889182058036,0.2518422991893884,0.27026286966046004,0.0,1.0175500285347139
12,0.24474174194883105,0.25217678100263846,0.2564480471628593,0.2672508214676889,0.0,1.0206173915820178
13,0.2450175849941383,0.25215479331574314,0.25718496683861464,0.26998904709748084,0.0,1.024346392245977
14,0.24725880973725947,0.2524626209322779,0.25718496683861464,0.27081051478641843,0.0,1.0277169122945704
15,0.24501758499413834,0.25222075637642916,0.2505526897568166,0.2683461117196057,0.0,1.0161371428469899
16,0.24158678711812978,0.2519569041336851,0.2485261606484894,0.26916757940854324,0.0,1.0112374313088475
17,0.23856975381008205,0.2516270888302551,0.25092114959469425,0.2675246440306681,0.0,1.0086426362656995
18,0.23531135783739054,0.25160510114335977,0.2492630803242447,0.26314348302300106,0.0,0.9993230223279961
19,0.25036822512306706,0.25036822512306706,0.25036822512306706,0.25036822512306706,0.0,1.0014770119954437
20,0.2565663882356411,0.25052118179751826,0.25275093883214456,0.25062396386170144,0.0,1.0104624727270053
21,0.25391808217845036,0.2505430327510113,0.2523843674922865,0.24729936025945437,0.0,1.0041448426812025
22,0.2513073407461843,0.2510019027743648,0.254767081201364,0.24781083773672316,0.0,1.0048871624586364
23,0.24725036125431765,0.2507396913324485,0.2527509388321446,0.2472993602594544,0.0,0.9980403516783651
24,0.24972962649934724,0.25091449896039275,0.25220108182235745,0.242440324225401,0.0,0.9952855315074984
25,0.25425616380277255,0.2509582008673788,0.25586679522093825,0.24295180170266978,0.0,1.0040329615937593
26,0.25626587123624356,0.25130781612326714,0.2569665092405125,0.24141736927086346,0.0,1.0059575658708866
27,0.2569232521724256,0.25150447470470433,0.2600823656293062,0.23860424314588521,0.0,1.0071143356523213
