净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2020-12-31,9.1448,10.0348,2.25%,限制大额申购,开放赎回,nan
2020-12-30,8.9439,9.8339,1.61%,限制大额申购,开放赎回,nan
2020-12-29,8.8021,9.6921,-0.28%,限制大额申购,开放赎回,nan
2020-12-28,8.8265,9.7165,1.90%,限制大额申购,开放赎回,nan
2020-12-25,8.6619,9.5519,0.64%,限制大额申购,开放赎回,nan
2020-12-24,8.6072,9.4972,-0.89%,限制大额申购,开放赎回,nan
2020-12-23,8.6843,9.5743,-0.27%,限制大额申购,开放赎回,nan
2020-12-22,8.7078,9.5978,0.01%,限制大额申购,开放赎回,nan
2020-12-21,8.7069,9.5969,0.83%,限制大额申购,开放赎回,nan
2020-12-18,8.6351,9.5251,-0.68%,限制大额申购,开放赎回,nan
2020-12-17,8.6945,9.5845,1.74%,限制大额申购,开放赎回,nan
2020-12-16,8.5456,9.4356,0.64%,限制大额申购,开放赎回,nan
2020-12-15,8.4915,9.3815,-0.18%,限制大额申购,开放赎回,nan
2020-12-14,8.5071,9.3971,1.96%,限制大额申购,开放赎回,nan
2020-12-11,8.3432,9.2332,-0.44%,限制大额申购,开放赎回,nan
2020-12-10,8.3800,9.2700,0.54%,限制大额申购,开放赎回,nan
2020-12-09,8.3350,9.2250,-0.52%,限制大额申购,开放赎回,nan
2020-12-08,8.3783,9.2683,0.20%,限制大额申购,开放赎回,nan
2020-12-07,8.3617,9.2517,0.04%,限制大额申购,开放赎回,nan
2020-12-04,8.3580,9.2480,2.50%,限制大额申购,开放赎回,nan
2020-12-03,8.1544,9.0444,1.45%,限制大额申购,开放赎回,nan
2020-12-02,8.0381,8.9281,-0.37%,限制大额申购,开放赎回,nan
2020-12-01,8.0680,8.9580,1.94%,限制大额申购,开放赎回,nan
2020-11-30,7.9142,8.8042,-1.29%,限制大额申购,开放赎回,nan
2020-11-27,8.0177,8.9077,0.72%,限制大额申购,开放赎回,nan
2020-11-26,7.9607,8.8507,0.19%,限制大额申购,开放赎回,nan
2020-11-25,7.9453,8.8353,-2.44%,限制大额申购,开放赎回,nan
2020-11-24,8.1443,9.0343,0.47%,限制大额申购,开放赎回,nan
2020-11-23,8.1065,8.9965,0.04%,限制大额申购,开放赎回,nan
2020-11-20,8.1036,8.9936,1.03%,限制大额申购,开放赎回,nan
2020-11-19,8.0208,8.9108,0.62%,限制大额申购,开放赎回,nan
2020-11-18,7.9713,8.8613,-1.12%,限制大额申购,开放赎回,nan
2020-11-17,8.0617,8.9517,-1.77%,限制大额申购,开放赎回,nan
2020-11-16,8.2070,9.0970,2.05%,限制大额申购,开放赎回,nan
2020-11-13,8.0420,8.9320,-1.39%,限制大额申购,开放赎回,nan
2020-11-12,8.1551,9.0451,1.11%,限制大额申购,开放赎回,nan
2020-11-11,8.0657,8.9557,-1.07%,限制大额申购,开放赎回,nan
2020-11-10,8.1526,9.0426,0.92%,限制大额申购,开放赎回,nan
2020-11-09,8.0781,8.9681,2.06%,限制大额申购,开放赎回,nan
2020-11-06,7.9150,8.8050,-0.60%,限制大额申购,开放赎回,nan
2020-11-05,7.9624,8.8524,0.56%,限制大额申购,开放赎回,nan
2020-11-04,7.9181,8.8081,0.81%,限制大额申购,开放赎回,nan
2020-11-03,7.8541,8.7441,0.66%,限制大额申购,开放赎回,nan
2020-11-02,7.8023,8.6923,0.43%,限制大额申购,开放赎回,nan
2020-10-30,7.7691,8.6591,-1.82%,限制大额申购,开放赎回,nan
2020-10-29,7.9129,8.8029,2.04%,限制大额申购,开放赎回,nan
2020-10-28,7.7549,8.6449,1.54%,限制大额申购,开放赎回,nan
2020-10-27,7.6374,8.5274,0.37%,限制大额申购,开放赎回,nan
2020-10-26,7.6089,8.4989,0.74%,限制大额申购,开放赎回,nan
2020-10-23,7.5531,8.4431,-2.07%,限制大额申购,开放赎回,nan
2020-10-22,7.7125,8.6025,0.73%,限制大额申购,开放赎回,nan
2020-10-21,7.6568,8.5468,0.24%,限制大额申购,开放赎回,nan
2020-10-20,7.6386,8.5286,2.55%,限制大额申购,开放赎回,nan
2020-10-19,7.4486,8.3386,-1.25%,限制大额申购,开放赎回,nan
2020-10-16,7.5427,8.4327,-0.74%,限制大额申购,开放赎回,nan
2020-10-15,7.5992,8.4892,-0.40%,限制大额申购,开放赎回,nan
2020-10-14,7.6295,8.5195,-0.65%,限制大额申购,开放赎回,nan
2020-10-13,7.6797,8.5697,1.31%,限制大额申购,开放赎回,nan
2020-10-12,7.5803,8.4703,3.87%,限制大额申购,开放赎回,nan
2020-10-09,7.2979,8.1879,1.84%,限制大额申购,开放赎回,nan
2020-09-30,7.1658,8.0558,1.03%,限制大额申购,开放赎回,nan
2020-09-29,7.0928,7.9828,0.23%,限制大额申购,开放赎回,nan
2020-09-28,7.0767,7.9667,0.27%,限制大额申购,开放赎回,nan
2020-09-25,7.0575,7.9475,0.63%,限制大额申购,开放赎回,nan
2020-09-24,7.0134,7.9034,-1.31%,限制大额申购,开放赎回,nan
2020-09-23,7.1068,7.9968,0.59%,限制大额申购,开放赎回,nan
2020-09-22,7.0651,7.9551,-0.91%,限制大额申购,开放赎回,nan
2020-09-21,7.1300,8.0200,-1.15%,限制大额申购,开放赎回,nan
2020-09-18,7.2127,8.1027,1.06%,限制大额申购,开放赎回,nan
2020-09-17,7.1371,8.0271,-1.46%,限制大额申购,开放赎回,nan
2020-09-16,7.2430,8.1330,-1.30%,限制大额申购,开放赎回,nan
2020-09-15,7.3387,8.2287,0.45%,限制大额申购,开放赎回,nan
2020-09-14,7.3058,8.1958,0.85%,限制大额申购,开放赎回,nan
2020-09-11,7.2444,8.1344,1.63%,限制大额申购,开放赎回,nan
2020-09-10,7.1280,8.0180,0.93%,限制大额申购,开放赎回,nan
2020-09-09,7.0624,7.9524,-2.33%,限制大额申购,开放赎回,nan
2020-09-08,7.2309,8.1209,-1.81%,限制大额申购,开放赎回,nan
2020-09-07,7.3639,8.2539,-2.22%,限制大额申购,开放赎回,nan
2020-09-04,7.5309,8.4209,-1.58%,限制大额申购,开放赎回,nan
2020-09-03,7.6521,8.5421,0.75%,限制大额申购,开放赎回,nan
2020-09-02,7.5950,8.4850,-0.14%,限制大额申购,开放赎回,nan
2020-09-01,7.6058,8.4958,-0.16%,限制大额申购,开放赎回,nan
2020-08-31,7.6178,8.5078,-0.05%,限制大额申购,开放赎回,nan
2020-08-28,7.6215,8.5115,2.30%,限制大额申购,开放赎回,nan
2020-08-27,7.4504,8.3404,1.10%,限制大额申购,开放赎回,nan
2020-08-26,7.3694,8.2594,0.22%,限制大额申购,开放赎回,nan
2020-08-25,7.3529,8.2429,2.10%,限制大额申购,开放赎回,nan
2020-08-24,7.2019,8.0919,1.48%,限制大额申购,开放赎回,nan
2020-08-21,7.0967,7.9867,1.39%,限制大额申购,开放赎回,nan
2020-08-20,6.9995,7.8895,-1.58%,限制大额申购,开放赎回,nan
2020-08-19,7.1120,8.0020,-0.53%,限制大额申购,开放赎回,nan
2020-08-18,7.1496,8.0396,0.50%,限制大额申购,开放赎回,nan
2020-08-17,7.1138,8.0038,1.83%,限制大额申购,开放赎回,nan
2020-08-14,6.9860,7.8760,2.24%,限制大额申购,开放赎回,nan
2020-08-13,6.8330,7.7230,-0.09%,限制大额申购,开放赎回,nan
2020-08-12,6.8390,7.7290,-1.48%,限制大额申购,开放赎回,nan
2020-08-11,6.9417,7.8317,0.68%,限制大额申购,开放赎回,nan
2020-08-10,6.8949,7.7849,-0.04%,限制大额申购,开放赎回,nan
2020-08-07,6.8978,7.7878,-1.60%,限制大额申购,开放赎回,nan
2020-08-06,7.0098,7.8998,-1.83%,限制大额申购,开放赎回,nan
2020-08-05,7.1403,8.0303,0.78%,限制大额申购,开放赎回,nan
2020-08-04,7.0847,7.9747,0.17%,限制大额申购,开放赎回,nan
2020-08-03,7.0728,7.9628,1.13%,限制大额申购,开放赎回,nan
2020-07-31,6.9941,7.8841,0.26%,限制大额申购,开放赎回,nan
2020-07-30,6.9760,7.8660,0.51%,限制大额申购,开放赎回,nan
2020-07-29,6.9408,7.8308,1.53%,限制大额申购,开放赎回,nan
2020-07-28,6.8360,7.7260,1.15%,限制大额申购,开放赎回,nan
2020-07-27,6.7586,7.6486,1.96%,限制大额申购,开放赎回,nan
2020-07-24,6.6289,7.5189,-4.46%,限制大额申购,开放赎回,nan
2020-07-23,6.9384,7.8284,1.40%,限制大额申购,开放赎回,nan
2020-07-22,6.8423,7.7323,2.10%,限制大额申购,开放赎回,nan
2020-07-21,6.7015,7.5915,2.31%,限制大额申购,开放赎回,nan
2020-07-20,6.5503,7.4403,-0.40%,限制大额申购,开放赎回,nan
2020-07-17,6.5765,7.4665,0.44%,限制大额申购,开放赎回,nan
2020-07-16,6.5480,7.4380,-7.43%,限制大额申购,开放赎回,nan
2020-07-15,7.0735,7.9635,1.48%,限制大额申购,开放赎回,nan
2020-07-14,6.9704,7.8604,-0.11%,限制大额申购,开放赎回,nan
2020-07-13,6.9783,7.8683,3.27%,限制大额申购,开放赎回,nan
2020-07-10,6.7573,7.6473,0.78%,限制大额申购,开放赎回,nan
2020-07-09,6.7052,7.5952,2.39%,限制大额申购,开放赎回,nan
2020-07-08,6.5485,7.4385,-0.27%,限制大额申购,开放赎回,nan
2020-07-07,6.5660,7.4560,2.10%,限制大额申购,开放赎回,nan
2020-07-06,6.4312,7.3212,1.49%,限制大额申购,开放赎回,nan
2020-07-03,6.3369,7.2269,0.33%,限制大额申购,开放赎回,nan
2020-07-02,6.3160,7.2060,2.13%,限制大额申购,开放赎回,nan
2020-07-01,6.1843,7.0743,2.04%,限制大额申购,开放赎回,nan
2020-06-30,6.0604,6.9504,0.95%,限制大额申购,开放赎回,nan
2020-06-29,6.0034,6.8934,0.27%,限制大额申购,开放赎回,nan
2020-06-24,5.9874,6.8774,-0.56%,限制大额申购,开放赎回,nan
2020-06-23,6.0210,6.9110,2.37%,限制大额申购,开放赎回,nan
2020-06-22,5.8818,6.7718,-0.55%,限制大额申购,开放赎回,nan
2020-06-19,5.9142,6.8042,2.42%,限制大额申购,开放赎回,nan
2020-06-18,5.7742,6.6642,-0.08%,限制大额申购,开放赎回,nan
2020-06-17,5.7787,6.6687,0.57%,限制大额申购,开放赎回,nan
2020-06-16,5.7460,6.6360,1.44%,限制大额申购,开放赎回,nan
2020-06-15,5.6643,6.5543,-1.94%,限制大额申购,开放赎回,nan
2020-06-12,5.7762,6.6662,0.66%,限制大额申购,开放赎回,nan
2020-06-11,5.7386,6.6286,-1.07%,限制大额申购,开放赎回,nan
2020-06-10,5.8007,6.6907,0.80%,限制大额申购,开放赎回,nan
2020-06-09,5.7548,6.6448,1.13%,限制大额申购,开放赎回,nan
2020-06-08,5.6904,6.5804,-0.32%,限制大额申购,开放赎回,nan
2020-06-05,5.7087,6.5987,1.33%,限制大额申购,开放赎回,nan
2020-06-04,5.6337,6.5237,1.28%,限制大额申购,开放赎回,nan
2020-06-03,5.5623,6.4523,0.04%,限制大额申购,开放赎回,nan
2020-06-02,5.5603,6.4503,-1.35%,限制大额申购,开放赎回,nan
2020-06-01,5.6364,6.5264,2.50%,限制大额申购,开放赎回,nan
2020-05-29,5.4990,6.3890,2.11%,限制大额申购,开放赎回,nan
2020-05-28,5.3855,6.2755,-0.30%,限制大额申购,开放赎回,nan
2020-05-27,5.4019,6.2919,-0.65%,限制大额申购,开放赎回,nan
2020-05-26,5.4372,6.3272,1.45%,限制大额申购,开放赎回,nan
2020-05-25,5.3593,6.2493,1.39%,限制大额申购,开放赎回,nan
2020-05-22,5.2857,6.1757,-2.71%,限制大额申购,开放赎回,nan
2020-05-21,5.4327,6.3227,0.41%,限制大额申购,开放赎回,nan
2020-05-20,5.4103,6.3003,-0.86%,限制大额申购,开放赎回,nan
2020-05-19,5.4574,6.3474,1.62%,限制大额申购,开放赎回,nan
2020-05-18,5.3705,6.2605,2.60%,限制大额申购,开放赎回,nan
2020-05-15,5.2343,6.1243,-1.08%,限制大额申购,开放赎回,nan
2020-05-14,5.2913,6.1813,-0.55%,限制大额申购,开放赎回,nan
2020-05-13,5.3205,6.2105,2.06%,限制大额申购,开放赎回,nan
2020-05-12,5.2130,6.1030,0.89%,限制大额申购,开放赎回,nan
2020-05-11,5.1670,6.0570,-0.52%,限制大额申购,开放赎回,nan
2020-05-08,5.1941,6.0841,0.45%,限制大额申购,开放赎回,nan
2020-05-07,5.1706,6.0606,0.81%,限制大额申购,开放赎回,nan
2020-05-06,5.1291,6.0191,0.41%,限制大额申购,开放赎回,nan
2020-04-30,5.1083,5.9983,-0.21%,限制大额申购,开放赎回,nan
2020-04-29,5.1188,6.0088,-1.08%,限制大额申购,开放赎回,nan
2020-04-28,5.1748,6.0648,2.74%,限制大额申购,开放赎回,nan
2020-04-27,5.0367,5.9267,0.25%,限制大额申购,开放赎回,nan
2020-04-24,5.0243,5.9143,-0.20%,限制大额申购,开放赎回,nan
2020-04-23,5.0342,5.9242,1.17%,限制大额申购,开放赎回,nan
2020-04-22,4.9761,5.8661,2.02%,限制大额申购,开放赎回,nan
2020-04-21,4.8775,5.7675,-1.89%,限制大额申购,开放赎回,nan
2020-04-20,4.9713,5.8613,0.30%,限制大额申购,开放赎回,nan
2020-04-17,4.9565,5.8465,0.59%,限制大额申购,开放赎回,nan
2020-04-16,4.9275,5.8175,-0.22%,限制大额申购,开放赎回,nan
2020-04-15,4.9382,5.8282,-0.46%,限制大额申购,开放赎回,nan
2020-04-14,4.9608,5.8508,1.20%,限制大额申购,开放赎回,nan
2020-04-13,4.9022,5.7922,-0.43%,限制大额申购,开放赎回,nan
2020-04-10,4.9232,5.8132,0.28%,限制大额申购,开放赎回,nan
2020-04-09,4.9093,5.7993,1.03%,限制大额申购,开放赎回,nan
2020-04-08,4.8591,5.7491,-0.59%,限制大额申购,开放赎回,nan
2020-04-07,4.8878,5.7778,2.07%,限制大额申购,开放赎回,nan
2020-04-03,4.7888,5.6788,0.21%,限制大额申购,开放赎回,nan
2020-04-02,4.7789,5.6689,1.04%,限制大额申购,开放赎回,nan
2020-04-01,4.7298,5.6198,0.04%,限制大额申购,开放赎回,nan
2020-03-31,4.7277,5.6177,2.73%,限制大额申购,开放赎回,nan
2020-03-30,4.6019,5.4919,-2.28%,限制大额申购,开放赎回,nan
2020-03-27,4.7091,5.5991,0.13%,限制大额申购,开放赎回,nan
