净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2020-12-31,2.8661,2.8661,1.59%,限制大额申购,开放赎回,nan
2020-12-30,2.8212,2.8212,2.45%,限制大额申购,开放赎回,nan
2020-12-29,2.7537,2.7537,0.50%,限制大额申购,开放赎回,nan
2020-12-28,2.7401,2.7401,0.26%,限制大额申购,开放赎回,nan
2020-12-25,2.7329,2.7329,0.11%,暂停申购,暂停赎回,nan
2020-12-24,2.7299,2.7299,-0.51%,暂停申购,暂停赎回,nan
2020-12-23,2.7440,2.7440,0.54%,限制大额申购,开放赎回,nan
2020-12-22,2.7293,2.7293,0.38%,限制大额申购,开放赎回,nan
2020-12-21,2.7190,2.7190,0.90%,限制大额申购,开放赎回,nan
2020-12-18,2.6947,2.6947,-0.66%,限制大额申购,开放赎回,nan
2020-12-17,2.7125,2.7125,1.74%,限制大额申购,开放赎回,nan
2020-12-16,2.6661,2.6661,1.33%,开放申购,开放赎回,nan
2020-12-15,2.6310,2.6310,-0.73%,开放申购,开放赎回,nan
2020-12-14,2.6503,2.6503,0.33%,开放申购,开放赎回,nan
2020-12-11,2.6417,2.6417,0.40%,开放申购,开放赎回,nan
2020-12-10,2.6311,2.6311,0.52%,开放申购,开放赎回,nan
2020-12-09,2.6175,2.6175,-0.32%,开放申购,开放赎回,nan
2020-12-08,2.6260,2.6260,0.49%,开放申购,开放赎回,nan
2020-12-07,2.6132,2.6132,-0.72%,开放申购,开放赎回,nan
2020-12-04,2.6321,2.6321,2.31%,开放申购,开放赎回,nan
2020-12-03,2.5726,2.5726,1.24%,开放申购,开放赎回,nan
2020-12-02,2.5410,2.5410,-0.99%,开放申购,开放赎回,nan
2020-12-01,2.5665,2.5665,1.38%,开放申购,开放赎回,nan
2020-11-30,2.5316,2.5316,-2.57%,开放申购,开放赎回,nan
2020-11-27,2.5983,2.5983,0.86%,开放申购,开放赎回,nan
2020-11-26,2.5762,2.5762,0.99%,开放申购,开放赎回,nan
2020-11-25,2.5510,2.5510,-2.87%,开放申购,开放赎回,nan
2020-11-24,2.6263,2.6263,0.61%,开放申购,开放赎回,nan
2020-11-23,2.6103,2.6103,0.47%,开放申购,开放赎回,nan
2020-11-20,2.5980,2.5980,1.87%,开放申购,开放赎回,nan
2020-11-19,2.5504,2.5504,0.14%,开放申购,开放赎回,nan
2020-11-18,2.5469,2.5469,-0.81%,开放申购,开放赎回,nan
2020-11-17,2.5676,2.5676,-2.02%,开放申购,开放赎回,nan
2020-11-16,2.6206,2.6206,2.22%,开放申购,开放赎回,nan
2020-11-13,2.5637,2.5637,0.11%,开放申购,开放赎回,nan
2020-11-12,2.5609,2.5609,1.64%,开放申购,开放赎回,nan
2020-11-11,2.5196,2.5196,-2.37%,开放申购,开放赎回,nan
2020-11-10,2.5808,2.5808,-0.47%,开放申购,开放赎回,nan
2020-11-09,2.5929,2.5929,1.89%,开放申购,开放赎回,nan
2020-11-06,2.5449,2.5449,-0.86%,开放申购,开放赎回,nan
2020-11-05,2.5670,2.5670,2.06%,开放申购,开放赎回,nan
2020-11-04,2.5153,2.5153,0.72%,开放申购,开放赎回,nan
2020-11-03,2.4973,2.4973,0.81%,开放申购,开放赎回,nan
2020-11-02,2.4773,2.4773,1.17%,开放申购,开放赎回,nan
2020-10-30,2.4487,2.4487,-2.26%,开放申购,开放赎回,nan
2020-10-29,2.5053,2.5053,2.11%,开放申购,开放赎回,nan
2020-10-28,2.4535,2.4535,2.68%,开放申购,开放赎回,nan
2020-10-27,2.3894,2.3894,1.19%,开放申购,开放赎回,nan
2020-10-26,2.3612,2.3612,0.12%,暂停申购,暂停赎回,nan
2020-10-23,2.3584,2.3584,-1.54%,开放申购,开放赎回,nan
2020-10-22,2.3954,2.3954,0.71%,开放申购,开放赎回,nan
2020-10-21,2.3784,2.3784,0.40%,开放申购,开放赎回,nan
2020-10-20,2.3690,2.3690,1.81%,开放申购,开放赎回,nan
2020-10-19,2.3269,2.3269,-0.48%,开放申购,开放赎回,nan
2020-10-16,2.3381,2.3381,-0.34%,开放申购,开放赎回,nan
2020-10-15,2.3460,2.3460,-1.23%,开放申购,开放赎回,nan
2020-10-14,2.3752,2.3752,-0.09%,开放申购,开放赎回,nan
2020-10-13,2.3773,2.3773,1.17%,暂停申购,暂停赎回,nan
2020-10-12,2.3497,2.3497,3.08%,开放申购,开放赎回,nan
2020-10-09,2.2796,2.2796,2.26%,开放申购,开放赎回,nan
2020-09-30,2.2292,2.2292,0.91%,暂停申购,暂停赎回,nan
2020-09-29,2.2092,2.2092,-0.28%,暂停申购,暂停赎回,nan
2020-09-28,2.2155,2.2155,1.10%,开放申购,开放赎回,nan
2020-09-25,2.1915,2.1915,-0.15%,开放申购,开放赎回,nan
2020-09-24,2.1948,2.1948,-1.77%,开放申购,开放赎回,nan
2020-09-23,2.2343,2.2343,0.55%,开放申购,开放赎回,nan
2020-09-22,2.2221,2.2221,-0.59%,开放申购,开放赎回,nan
2020-09-21,2.2352,2.2352,-1.33%,开放申购,开放赎回,nan
2020-09-18,2.2653,2.2653,0.80%,开放申购,开放赎回,nan
2020-09-17,2.2474,2.2474,-1.96%,开放申购,开放赎回,nan
2020-09-16,2.2924,2.2924,-0.86%,开放申购,开放赎回,nan
2020-09-15,2.3122,2.3122,0.30%,开放申购,开放赎回,nan
2020-09-14,2.3052,2.3052,0.75%,开放申购,开放赎回,nan
2020-09-11,2.2880,2.2880,1.99%,开放申购,开放赎回,nan
2020-09-10,2.2433,2.2433,0.53%,开放申购,开放赎回,nan
2020-09-09,2.2314,2.2314,-1.32%,开放申购,开放赎回,nan
2020-09-08,2.2612,2.2612,-1.96%,开放申购,开放赎回,nan
2020-09-07,2.3065,2.3065,-1.94%,开放申购,开放赎回,nan
2020-09-04,2.3521,2.3521,-1.59%,开放申购,开放赎回,nan
