净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2020-12-31,1.6179,1.9649,0.02%,限制大额申购,开放赎回,nan
2020-12-30,1.6175,1.9645,0.04%,限制大额申购,开放赎回,nan
2020-12-29,1.6168,1.9638,0.04%,限制大额申购,开放赎回,nan
2020-12-28,1.6162,1.9632,0.05%,限制大额申购,开放赎回,nan
2020-12-25,1.6154,1.9624,0.03%,限制大额申购,开放赎回,nan
2020-12-24,1.6149,1.9619,0.04%,限制大额申购,开放赎回,nan
2020-12-23,1.6143,1.9613,0.04%,限制大额申购,开放赎回,nan
2020-12-22,1.6136,1.9606,0.07%,限制大额申购,开放赎回,nan
2020-12-21,1.6125,1.9595,0.07%,限制大额申购,开放赎回,nan
2020-12-18,1.6114,1.9584,0.02%,限制大额申购,开放赎回,nan
2020-12-17,1.6110,1.9580,0.03%,限制大额申购,开放赎回,nan
2020-12-16,1.6105,1.9575,0.03%,限制大额申购,开放赎回,nan
2020-12-15,1.6100,1.9570,0.02%,限制大额申购,开放赎回,nan
2020-12-14,1.6096,1.9566,0.02%,限制大额申购,开放赎回,nan
2020-12-11,1.6092,1.9562,-0.01%,限制大额申购,开放赎回,nan
2020-12-10,1.6094,1.9564,0.05%,限制大额申购,开放赎回,nan
2020-12-09,1.6086,1.9556,0.04%,限制大额申购,开放赎回,nan
2020-12-08,1.6080,1.9550,0.02%,限制大额申购,开放赎回,nan
2020-12-07,1.6077,1.9547,0.02%,限制大额申购,开放赎回,nan
2020-12-04,1.6073,1.9543,0.02%,限制大额申购,开放赎回,nan
2020-12-03,1.6070,1.9540,0.02%,限制大额申购,开放赎回,nan
2020-12-02,1.6066,1.9536,0.05%,限制大额申购,开放赎回,nan
2020-12-01,1.6058,1.9528,0.05%,限制大额申购,开放赎回,nan
2020-11-30,1.6050,1.9520,0.14%,限制大额申购,开放赎回,nan
2020-11-27,1.6027,1.9497,0.04%,限制大额申购,开放赎回,nan
2020-11-26,1.6020,1.9490,0.04%,限制大额申购,开放赎回,nan
2020-11-25,1.6013,1.9483,0.01%,限制大额申购,开放赎回,nan
2020-11-24,1.6011,1.9481,0.06%,限制大额申购,开放赎回,nan
2020-11-23,1.6002,1.9472,0.03%,限制大额申购,开放赎回,nan
2020-11-20,1.5998,1.9468,-0.12%,限制大额申购,开放赎回,nan
2020-11-19,1.6017,1.9487,-0.15%,限制大额申购,开放赎回,nan
2020-11-18,1.6041,1.9511,-0.09%,限制大额申购,开放赎回,nan
2020-11-17,1.6055,1.9525,-0.09%,限制大额申购,开放赎回,nan
2020-11-16,1.6070,1.9540,-0.07%,限制大额申购,开放赎回,nan
2020-11-13,1.6082,1.9552,-0.16%,限制大额申购,开放赎回,nan
2020-11-12,1.6107,1.9577,-0.11%,限制大额申购,开放赎回,nan
2020-11-11,1.6124,1.9594,0.00%,限制大额申购,开放赎回,nan
2020-11-10,1.6124,1.9594,0.00%,限制大额申购,开放赎回,nan
2020-11-09,1.6124,1.9594,0.01%,限制大额申购,开放赎回,nan
2020-11-06,1.6122,1.9592,0.01%,限制大额申购,开放赎回,nan
2020-11-05,1.6120,1.9590,0.03%,限制大额申购,开放赎回,nan
2020-11-04,1.6115,1.9585,0.03%,限制大额申购,开放赎回,nan
2020-11-03,1.6110,1.9580,0.02%,限制大额申购,开放赎回,nan
2020-11-02,1.6107,1.9577,0.03%,限制大额申购,开放赎回,nan
2020-10-30,1.6102,1.9572,0.01%,限制大额申购,开放赎回,nan
2020-10-29,1.6100,1.9570,0.02%,限制大额申购,开放赎回,nan
2020-10-28,1.6096,1.9566,0.02%,限制大额申购,开放赎回,nan
2020-10-27,1.6093,1.9563,0.04%,限制大额申购,开放赎回,nan
2020-10-26,1.6087,1.9557,0.04%,限制大额申购,开放赎回,nan
2020-10-23,1.6080,1.9550,0.02%,限制大额申购,开放赎回,nan
2020-10-22,1.6076,1.9546,0.04%,限制大额申购,开放赎回,nan
2020-10-21,1.6069,1.9539,0.04%,限制大额申购,开放赎回,nan
2020-10-20,1.6062,1.9532,0.02%,限制大额申购,开放赎回,nan
2020-10-19,1.6058,1.9528,0.04%,限制大额申购,开放赎回,nan
2020-10-16,1.6052,1.9522,0.04%,限制大额申购,开放赎回,nan
2020-10-15,1.6045,1.9515,0.03%,限制大额申购,开放赎回,nan
2020-10-14,1.6040,1.9510,0.01%,限制大额申购,开放赎回,nan
2020-10-13,1.6038,1.9508,0.01%,限制大额申购,开放赎回,nan
2020-10-12,1.6037,1.9507,-0.01%,限制大额申购,开放赎回,nan
2020-10-09,1.6038,1.9508,0.08%,限制大额申购,开放赎回,nan
2020-09-30,1.6025,1.9495,-0.01%,限制大额申购,开放赎回,nan
2020-09-29,1.6026,1.9496,0.01%,限制大额申购,开放赎回,nan
2020-09-28,1.6025,1.9495,-0.01%,限制大额申购,开放赎回,nan
2020-09-25,1.6026,1.9496,-0.01%,限制大额申购,开放赎回,nan
2020-09-24,1.6027,1.9497,0.00%,限制大额申购,开放赎回,nan
2020-09-23,1.6027,1.9497,0.01%,限制大额申购,开放赎回,nan
2020-09-22,1.6026,1.9496,0.01%,限制大额申购,开放赎回,nan
2020-09-21,1.6025,1.9495,0.02%,限制大额申购,开放赎回,nan
2020-09-18,1.6021,1.9491,0.01%,限制大额申购,开放赎回,nan
2020-09-17,1.6019,1.9489,0.01%,限制大额申购,开放赎回,nan
2020-09-16,1.6018,1.9488,0.01%,限制大额申购,开放赎回,nan
2020-09-15,1.6016,1.9486,0.02%,限制大额申购,开放赎回,nan
2020-09-14,1.6012,1.9482,0.01%,限制大额申购,开放赎回,nan
2020-09-11,1.6011,1.9481,0.01%,限制大额申购,开放赎回,nan
2020-09-10,1.6009,1.9479,0.02%,限制大额申购,开放赎回,nan
2020-09-09,1.6005,1.9475,0.01%,限制大额申购,开放赎回,nan
2020-09-08,1.6003,1.9473,-0.02%,限制大额申购,开放赎回,nan
2020-09-07,1.6007,1.9477,-0.01%,限制大额申购,开放赎回,nan
2020-09-04,1.6009,1.9479,0.01%,限制大额申购,开放赎回,nan
2020-09-03,1.6008,1.9478,-0.04%,限制大额申购,开放赎回,nan
2020-09-02,1.6014,1.9484,-0.02%,限制大额申购,开放赎回,nan
2020-09-01,1.6017,1.9487,0.02%,限制大额申购,开放赎回,nan
2020-08-31,1.6014,1.9484,0.02%,限制大额申购,开放赎回,nan
2020-08-28,1.6010,1.9480,-0.04%,限制大额申购,开放赎回,nan
2020-08-27,1.6016,1.9486,-0.02%,限制大额申购,开放赎回,nan
2020-08-26,1.6019,1.9489,-0.02%,限制大额申购,开放赎回,nan
2020-08-25,1.6023,1.9493,-0.05%,限制大额申购,开放赎回,nan
2020-08-24,1.6031,1.9501,0.02%,限制大额申购,开放赎回,nan
2020-08-21,1.6028,1.9498,-0.01%,限制大额申购,开放赎回,nan
2020-08-20,1.6029,1.9499,0.00%,限制大额申购,开放赎回,nan
2020-08-19,1.6029,1.9499,0.01%,限制大额申购,开放赎回,nan
2020-08-18,1.6028,1.9498,0.03%,限制大额申购,开放赎回,nan
2020-08-17,1.6023,1.9493,0.07%,限制大额申购,开放赎回,nan
2020-08-14,1.6011,1.9481,0.07%,限制大额申购,开放赎回,nan
2020-08-13,1.6000,1.9470,0.03%,限制大额申购,开放赎回,nan
2020-08-12,1.5996,1.9466,0.02%,限制大额申购,开放赎回,nan
2020-08-11,1.5993,1.9463,0.03%,限制大额申购,开放赎回,nan
2020-08-10,1.5989,1.9459,0.04%,限制大额申购,开放赎回,nan
2020-08-07,1.5983,1.9453,0.02%,限制大额申购,开放赎回,nan
2020-08-06,1.5980,1.9450,0.03%,限制大额申购,开放赎回,nan
2020-08-05,1.5975,1.9445,0.01%,限制大额申购,开放赎回,nan
2020-08-04,1.5974,1.9444,0.03%,限制大额申购,开放赎回,nan
2020-08-03,1.5970,1.9440,-0.01%,限制大额申购,开放赎回,nan
2020-07-31,1.5971,1.9441,-0.02%,限制大额申购,开放赎回,nan
2020-07-30,1.5974,1.9444,-0.02%,限制大额申购,开放赎回,nan
2020-07-29,1.5977,1.9447,-0.04%,限制大额申购,开放赎回,nan
2020-07-28,1.5983,1.9453,0.01%,限制大额申购,开放赎回,nan
2020-07-27,1.5982,1.9452,0.08%,限制大额申购,开放赎回,nan
2020-07-24,1.5970,1.9440,0.08%,限制大额申购,开放赎回,nan
2020-07-23,1.5957,1.9427,0.07%,限制大额申购,开放赎回,nan
2020-07-22,1.5946,1.9416,0.09%,限制大额申购,开放赎回,nan
2020-07-21,1.5932,1.9402,0.17%,限制大额申购,开放赎回,nan
2020-07-20,1.5905,1.9375,0.09%,限制大额申购,开放赎回,nan
2020-07-17,1.5891,1.9361,0.06%,限制大额申购,开放赎回,nan
2020-07-16,1.5881,1.9351,0.10%,限制大额申购,开放赎回,nan
2020-07-15,1.5865,1.9335,0.01%,限制大额申购,开放赎回,nan
2020-07-14,1.5864,1.9334,-0.06%,限制大额申购,开放赎回,nan
2020-07-13,1.5873,1.9343,-0.11%,限制大额申购,开放赎回,nan
2020-07-10,1.5890,1.9360,-0.11%,限制大额申购,开放赎回,nan
2020-07-09,1.5908,1.9378,-0.22%,限制大额申购,开放赎回,nan
2020-07-08,1.5943,1.9413,-0.08%,限制大额申购,开放赎回,nan
2020-07-07,1.5956,1.9426,-0.19%,限制大额申购,开放赎回,nan
2020-07-06,1.5986,1.9456,-0.03%,限制大额申购,开放赎回,nan
2020-07-03,1.5991,1.9461,0.04%,限制大额申购,开放赎回,nan
2020-07-02,1.5984,1.9454,0.04%,限制大额申购,开放赎回,nan
2020-07-01,1.5978,1.9448,0.06%,限制大额申购,开放赎回,nan
2020-06-30,1.5968,1.9438,0.02%,限制大额申购,开放赎回,nan
2020-06-29,1.5965,1.9435,0.06%,限制大额申购,开放赎回,nan
2020-06-24,1.5955,1.9425,0.03%,限制大额申购,开放赎回,nan
2020-06-23,1.5951,1.9421,-0.14%,限制大额申购,开放赎回,nan
2020-06-22,1.5974,1.9444,-0.03%,限制大额申购,开放赎回,nan
2020-06-19,1.5979,1.9449,-0.02%,限制大额申购,开放赎回,nan
2020-06-18,1.5982,1.9452,0.02%,限制大额申购,开放赎回,nan
2020-06-17,1.5979,1.9449,-0.05%,限制大额申购,开放赎回,nan
2020-06-16,1.5987,1.9457,-0.04%,限制大额申购,开放赎回,nan
2020-06-15,1.5993,1.9463,0.09%,限制大额申购,开放赎回,nan
2020-06-12,1.5979,1.9449,0.09%,限制大额申购,开放赎回,nan
2020-06-11,1.5965,1.9435,0.05%,限制大额申购,开放赎回,nan
2020-06-10,1.5957,1.9427,0.02%,限制大额申购,开放赎回,nan
2020-06-09,1.5954,1.9424,0.05%,限制大额申购,开放赎回,nan
2020-06-08,1.5946,1.9416,-0.06%,限制大额申购,开放赎回,nan
2020-06-05,1.5955,1.9425,-0.21%,限制大额申购,开放赎回,nan
2020-06-04,1.5989,1.9459,-0.09%,限制大额申购,开放赎回,nan
2020-06-03,1.6004,1.9474,-0.20%,限制大额申购,开放赎回,nan
2020-06-02,1.6036,1.9506,-0.16%,限制大额申购,开放赎回,nan
2020-06-01,1.6062,1.9532,0.00%,限制大额申购,开放赎回,nan
2020-05-29,1.6062,1.9532,-0.01%,限制大额申购,开放赎回,nan
2020-05-28,1.6063,1.9533,-0.02%,限制大额申购,开放赎回,nan
2020-05-27,1.6067,1.9537,-0.07%,限制大额申购,开放赎回,nan
2020-05-26,1.6079,1.9549,-0.06%,限制大额申购,开放赎回,nan
2020-05-25,1.6089,1.9559,0.00%,限制大额申购,开放赎回,nan
2020-05-22,1.6089,1.9559,0.07%,限制大额申购,开放赎回,nan
2020-05-21,1.6078,1.9548,0.01%,限制大额申购,开放赎回,nan
2020-05-20,1.6077,1.9547,0.01%,限制大额申购,开放赎回,nan
2020-05-19,1.6076,1.9546,-0.02%,限制大额申购,开放赎回,nan
2020-05-18,1.6080,1.9550,0.00%,限制大额申购,开放赎回,nan
2020-05-15,1.6080,1.9550,-0.01%,限制大额申购,开放赎回,nan
2020-05-14,1.6081,1.9551,-0.01%,限制大额申购,开放赎回,nan
2020-05-13,1.6083,1.9553,-0.01%,限制大额申购,开放赎回,nan
2020-05-12,1.6084,1.9554,-0.03%,限制大额申购,开放赎回,nan
2020-05-11,1.6089,1.9559,-0.06%,限制大额申购,开放赎回,nan
2020-05-08,1.6098,1.9568,-0.06%,限制大额申购,开放赎回,nan
2020-05-07,1.6107,1.9577,-0.07%,限制大额申购,开放赎回,nan
2020-05-06,1.6118,1.9588,0.02%,限制大额申购,开放赎回,nan
2020-04-30,1.6114,1.9584,0.02%,限制大额申购,开放赎回,nan
2020-04-29,1.6111,1.9581,0.03%,限制大额申购,开放赎回,nan
2020-04-28,1.6106,1.9576,0.01%,限制大额申购,开放赎回,nan
2020-04-27,1.6104,1.9574,0.00%,限制大额申购,开放赎回,nan
2020-04-24,1.6104,1.9574,0.04%,限制大额申购,开放赎回,nan
2020-04-23,1.6098,1.9568,0.06%,限制大额申购,开放赎回,nan
2020-04-22,1.6088,1.9558,0.02%,限制大额申购,开放赎回,nan
2020-04-21,1.6084,1.9554,-0.01%,限制大额申购,开放赎回,nan
2020-04-20,1.6086,1.9556,-0.01%,限制大额申购,开放赎回,nan
2020-04-17,1.6087,1.9557,0.02%,限制大额申购,开放赎回,nan
2020-04-16,1.6084,1.9554,0.06%,限制大额申购,开放赎回,nan
2020-04-15,1.6074,1.9544,0.04%,限制大额申购,开放赎回,nan
2020-04-14,1.6068,1.9538,0.01%,限制大额申购,开放赎回,nan
2020-04-13,1.6067,1.9537,0.02%,限制大额申购,开放赎回,nan
