日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,成交量,成交金额
2021-01-15,'000012,国债指数,184.2401,184.2668,184.2232,184.2408,184.2246,0.0155,0.0084,127760,121224658.0
2021-01-14,'000012,国债指数,184.2246,184.298,184.2079,184.2587,184.2425,-0.0179,-0.0097,277528,263245602.0
2021-01-13,'000012,国债指数,184.2425,184.2462,184.1604,184.192,184.1756,0.0669,0.0363,208341,195758411.0
2021-01-12,'000012,国债指数,184.1756,184.1768,184.0583,184.0722,184.0559,0.1197,0.065,149366,143625017.0
2021-01-11,'000012,国债指数,184.0559,184.1495,184.0263,184.0743,184.0257,0.0302,0.0164,273507,261983961.0
2021-01-08,'000012,国债指数,184.0257,184.0285,183.9872,184.0075,183.9913,0.0344,0.0187,228372,219334980.0
2021-01-07,'000012,国债指数,183.9913,184.0732,183.9534,183.9654,183.949,0.0423,0.023,291210,283041153.0
2021-01-06,'000012,国债指数,183.949,183.9886,183.9019,183.9038,183.8881,0.0609,0.0331,274987,266023686.0
2021-01-05,'000012,国债指数,183.8881,183.8895,183.8241,183.871,183.8548,0.0333,0.0181,216758,206443828.0
2021-01-04,'000012,国债指数,183.8548,183.8552,183.7851,183.8426,183.7778,0.077,0.0419,171209,162481530.0
2020-12-31,'000012,国债指数,183.7778,183.7878,183.7404,183.7442,183.7275,0.0503,0.0274,321840,308829159.0
2020-12-30,'000012,国债指数,183.7275,183.7374,183.6899,183.7106,183.6942,0.0333,0.0181,235856,225840182.0
2020-12-29,'000012,国债指数,183.6942,183.6954,183.6324,183.6324,183.6161,0.0781,0.0425,188269,178811492.0
2020-12-28,'000012,国债指数,183.6161,183.6458,183.5872,183.6106,183.5612,0.0549,0.0299,159152,150410462.0
2020-12-25,'000012,国债指数,183.5612,183.562,183.5021,183.5288,183.5129,0.0483,0.0263,159857,150263944.0
2020-12-24,'000012,国债指数,183.5129,183.5347,183.5036,183.5236,183.5073,0.0056,0.0031,139394,133474808.0
2020-12-23,'000012,国债指数,183.5073,183.5364,183.4715,183.4821,183.4656,0.0417,0.0227,228785,213649047.0
2020-12-22,'000012,国债指数,183.4656,183.5256,183.4445,183.4739,183.4576,0.008,0.0044,212229,197479676.0
2020-12-21,'000012,国债指数,183.4576,183.4847,183.4455,183.4455,183.397,0.0606,0.033,185665,175830309.0
2020-12-18,'000012,国债指数,183.397,183.4175,183.3912,183.4159,183.4003,-0.0033,-0.0018,127895,120651251.0
2020-12-17,'000012,国债指数,183.4003,183.4419,183.3912,183.4403,183.4239,-0.0236,-0.0129,127161,119676315.0
2020-12-16,'000012,国债指数,183.4239,183.4884,183.4234,183.4766,183.4604,-0.0365,-0.0199,265351,251302915.0
2020-12-15,'000012,国债指数,183.4604,183.4801,183.4089,183.4096,183.3935,0.0669,0.0365,174176,163559498.0
2020-12-14,'000012,国债指数,183.3935,183.4129,183.3391,183.4129,183.3647,0.0288,0.0157,74564,69340287.0
2020-12-11,'000012,国债指数,183.3647,183.3747,183.3597,183.3729,183.3566,0.0081,0.0044,203324,189577361.0
2020-12-10,'000012,国债指数,183.3566,183.3639,183.3148,183.3224,183.3062,0.0504,0.0275,344829,337163438.0
2020-12-09,'000012,国债指数,183.3062,183.3088,183.2281,183.231,183.2155,0.0907,0.0495,136476,127318679.0
2020-12-08,'000012,国债指数,183.2155,183.2838,183.2129,183.2557,183.2397,-0.0242,-0.0132,349471,331226827.0
2020-12-07,'000012,国债指数,183.2397,183.2999,183.2111,183.25,183.2016,0.0381,0.0208,787665,773690630.0
2020-12-04,'000012,国债指数,183.2016,183.2562,183.1898,183.2423,183.2261,-0.0245,-0.0134,404810,391583660.0
2020-12-03,'000012,国债指数,183.2261,183.2639,183.1967,183.1967,183.1812,0.0449,0.0245,114113,109372294.0
2020-12-02,'000012,国债指数,183.1812,183.2293,183.1575,183.164,183.1464,0.0348,0.019,173618,162286891.0
2020-12-01,'000012,国债指数,183.1464,183.1707,183.128,183.1305,183.1144,0.032,0.0175,121197,113717715.0
2020-11-30,'000012,国债指数,183.1144,183.1366,183.0615,183.1158,183.0678,0.0466,0.0255,246088,226935224.0
2020-11-27,'000012,国债指数,183.0678,183.0678,182.9907,183.0364,183.0198,0.048,0.0262,80107,74214223.0
2020-11-26,'000012,国债指数,183.0198,183.0516,182.9774,183.0154,182.9993,0.0205,0.0112,167852,154758063.0
2020-11-25,'000012,国债指数,182.9993,183.0222,182.9855,183.0034,182.9872,0.0121,0.0066,239921,221929441.0
2020-11-24,'000012,国债指数,182.9872,183.0251,182.9627,182.9945,182.9751,0.0121,0.0066,122309,115521901.0
2020-11-23,'000012,国债指数,182.9751,183.0127,182.9381,182.9775,182.9292,0.0459,0.0251,164232,154420474.0
2020-11-20,'000012,国债指数,182.9292,182.9989,182.8769,182.9945,182.9792,-0.05,-0.0273,163144,153527476.0
2020-11-19,'000012,国债指数,182.9792,183.0541,182.9382,183.0541,183.038,-0.0588,-0.0321,79489,73892407.0
2020-11-18,'000012,国债指数,183.038,183.1352,182.983,183.0506,183.0342,0.0038,0.0021,190006,176302729.0
2020-11-17,'000012,国债指数,183.0342,183.1541,183.0301,183.1501,183.134,-0.0998,-0.0545,120778,113924618.0
2020-11-16,'000012,国债指数,183.134,183.1823,183.0863,183.1583,183.1098,0.0242,0.0132,80313,75784361.0
2020-11-13,'000012,国债指数,183.1098,183.1432,183.0858,183.133,183.1168,-0.007,-0.0038,126586,118423019.0
2020-11-12,'000012,国债指数,183.1168,183.1654,183.1101,183.1535,183.1374,-0.0206,-0.0112,124335,116640226.0
2020-11-11,'000012,国债指数,183.1374,183.1474,183.1342,183.1353,183.1161,0.0213,0.0116,36992,34771841.0
2020-11-10,'000012,国债指数,183.1161,183.1292,183.0736,183.0957,183.0818,0.0343,0.0187,217911,205123595.0
2020-11-09,'000012,国债指数,183.0818,183.1548,183.0725,183.1548,183.1064,-0.0246,-0.0134,139073,130970556.0
2020-11-06,'000012,国债指数,183.1064,183.1352,183.091,183.1285,183.1125,-0.0061,-0.0033,163696,155018633.0
2020-11-05,'000012,国债指数,183.1125,183.1293,183.111,183.1217,183.1092,0.0033,0.0018,147325,138689813.0
2020-11-04,'000012,国债指数,183.1092,183.1238,183.0521,183.0581,183.0412,0.068,0.0372,154335,152873736.0
2020-11-03,'000012,国债指数,183.0412,183.0748,183.035,183.0609,183.0466,-0.0054,-0.003,130347,122948742.0
2020-11-02,'000012,国债指数,183.0466,183.0692,182.9855,183.0462,182.9986,0.048,0.0262,87283,83045473.0
2020-10-30,'000012,国债指数,182.9986,183.1671,182.8922,183.0539,183.0382,-0.0396,-0.0216,72531,68461745.0
2020-10-29,'000012,国债指数,183.0382,183.1838,183.0157,183.1818,183.165,-0.1268,-0.0692,148408,141263571.0
2020-10-28,'000012,国债指数,183.165,183.2275,183.1431,183.223,183.2066,-0.0416,-0.0227,204307,195441702.0
2020-10-27,'000012,国债指数,183.2066,183.2071,183.1823,183.1959,183.1798,0.0268,0.0146,53956,50908436.0
2020-10-26,'000012,国债指数,183.1798,183.2505,183.1596,183.2117,183.1636,0.0162,0.0088,143082,135768532.0
2020-10-23,'000012,国债指数,183.1636,183.2155,183.1102,183.212,183.1961,-0.0325,-0.0177,71065,67050971.0
2020-10-22,'000012,国债指数,183.1961,183.2214,183.1152,183.1152,183.0995,0.0966,0.0528,135285,126337379.0
2020-10-21,'000012,国债指数,183.0995,183.2372,183.0977,183.2366,183.2242,-0.1247,-0.0681,150093,141350813.0
2020-10-20,'000012,国债指数,183.2242,183.2261,183.1835,183.1835,183.1673,0.0569,0.0311,83199,82144710.0
2020-10-19,'000012,国债指数,183.1673,183.2305,183.1583,183.1595,183.1131,0.0542,0.0296,119062,111393021.0
2020-10-16,'000012,国债指数,183.1131,183.1362,183.0903,183.1356,183.1193,-0.0062,-0.0034,129192,122116792.0
2020-10-15,'000012,国债指数,183.1193,183.2446,183.0783,183.2009,183.1848,-0.0655,-0.0358,141742,132423511.0
2020-10-14,'000012,国债指数,183.1848,183.2056,183.1758,183.2031,183.1874,-0.0026,-0.0014,181367,172071539.0
2020-10-13,'000012,国债指数,183.1874,183.2145,183.1384,183.1783,183.1621,0.0253,0.0138,75377,69849984.0
2020-10-12,'000012,国债指数,183.1621,183.2334,183.1441,183.2234,183.1754,-0.0133,-0.0073,232614,215644651.0
2020-10-09,'000012,国债指数,183.1754,183.2104,183.1335,183.1872,183.0444,0.131,0.0716,130299,121127317.0
2020-09-30,'000012,国债指数,183.0444,183.0706,183.0242,183.0386,183.0216,0.0228,0.0125,164913,155789389.0
2020-09-29,'000012,国债指数,183.0216,183.0219,182.9091,183.0183,183.0018,0.0198,0.0108,147058,138177759.0
2020-09-28,'000012,国债指数,183.0018,183.0135,182.9931,183.0135,182.9611,0.0407,0.0222,107861,103569603.0
2020-09-25,'000012,国债指数,182.9611,183.0644,182.9044,183.058,183.0406,-0.0795,-0.0434,132080,124487826.0
2020-09-24,'000012,国债指数,183.0406,183.0589,182.9832,183.0533,183.0369,0.0037,0.002,187252,175420491.0
2020-09-23,'000012,国债指数,183.0369,183.061,182.9866,183.0542,183.038,-0.0011,-0.0006,127666,118954340.0
2020-09-22,'000012,国债指数,183.038,183.038,182.8607,182.9727,182.9558,0.0822,0.0449,188269,176991454.0
2020-09-21,'000012,国债指数,182.9558,182.9701,182.7684,182.8689,182.8206,0.1352,0.074,577783,572401111.0
2020-09-18,'000012,国债指数,182.8206,182.8893,182.8052,182.8833,182.8672,-0.0466,-0.0255,158240,150142023.0
2020-09-17,'000012,国债指数,182.8672,182.8707,182.7887,182.845,182.8286,0.0386,0.0211,150441,140835266.0
2020-09-16,'000012,国债指数,182.8286,182.918,182.7496,182.838,182.8215,0.0071,0.0039,173713,164955807.0
2020-09-15,'000012,国债指数,182.8215,182.9083,182.7826,182.8194,182.8026,0.0189,0.0103,167727,158421301.0
2020-09-14,'000012,国债指数,182.8026,182.8481,182.7068,182.782,182.7344,0.0682,0.0373,188501,178200262.0
2020-09-11,'000012,国债指数,182.7344,182.8033,182.6629,182.7467,182.731,0.0034,0.0019,256672,240011089.0
2020-09-10,'000012,国债指数,182.731,182.7621,182.6254,182.6474,182.6326,0.0984,0.0539,272597,259610978.0
2020-09-09,'000012,国债指数,182.6326,182.7189,182.5948,182.6686,182.6515,-0.0189,-0.0103,183525,172517778.0
2020-09-08,'000012,国债指数,182.6515,182.6643,182.6436,182.6594,182.6435,0.008,0.0044,233664,220679902.0
2020-09-07,'000012,国债指数,182.6435,182.7109,182.6268,182.7043,182.6554,-0.0119,-0.0065,116866,109728367.0
2020-09-04,'000012,国债指数,182.6554,182.6655,182.6347,182.6389,182.6194,0.036,0.0197,79311,73934609.0
2020-09-03,'000012,国债指数,182.6194,182.6305,182.5958,182.6305,182.6143,0.0051,0.0028,118393,110512089.0
2020-09-02,'000012,国债指数,182.6143,182.6891,182.6141,182.6467,182.6305,-0.0162,-0.0089,139199,131091914.0
2020-09-01,'000012,国债指数,182.6305,182.6639,182.6231,182.6428,182.6261,0.0044,0.0024,113881,109233514.0
2020-08-31,'000012,国债指数,182.6261,182.6262,182.58,182.5979,182.5497,0.0764,0.0419,178896,166424170.0
2020-08-28,'000012,国债指数,182.5497,182.6863,182.5441,182.682,182.6659,-0.1162,-0.0636,179487,173029217.0
2020-08-27,'000012,国债指数,182.6659,182.6836,182.6339,182.6797,182.6637,0.0022,0.0012,120042,115035865.0
2020-08-26,'000012,国债指数,182.6637,182.8403,182.657,182.7765,182.7605,-0.0968,-0.053,125466,118386644.0
2020-08-25,'000012,国债指数,182.7605,182.8247,182.7596,182.7725,182.7563,0.0042,0.0023,185821,175595615.0
2020-08-24,'000012,国债指数,182.7563,182.788,182.7397,182.788,182.7396,0.0167,0.0091,147875,139420027.0
2020-08-21,'000012,国债指数,182.7396,182.7631,182.6917,182.6917,182.6755,0.0641,0.0351,122867,115578152.0
2020-08-20,'000012,国债指数,182.6755,182.7627,182.6357,182.7022,182.6863,-0.0108,-0.0059,229117,213919879.0
2020-08-19,'000012,国债指数,182.6863,182.8101,182.6789,182.809,182.7929,-0.1066,-0.0583,190582,182736629.0
2020-08-18,'000012,国债指数,182.7929,182.887,182.7891,182.8144,182.7987,-0.0058,-0.0032,134712,128553779.0
2020-08-17,'000012,国债指数,182.7987,182.903,182.7987,182.8851,182.8365,-0.0378,-0.0207,174563,168074553.0
2020-08-14,'000012,国债指数,182.8365,182.8369,182.7827,182.7917,182.7745,0.062,0.0339,213674,202450315.0
2020-08-13,'000012,国债指数,182.7745,182.7931,182.7602,182.7704,182.7544,0.0201,0.011,151320,142342522.0
2020-08-12,'000012,国债指数,182.7544,182.7641,182.7022,182.7022,182.6868,0.0676,0.037,223595,211241280.0
2020-08-11,'000012,国债指数,182.6868,182.7414,182.6712,182.6746,182.6575,0.0293,0.016,175748,165152523.0
2020-08-10,'000012,国债指数,182.6575,182.6575,182.632,182.6454,182.5975,0.06,0.0329,184905,173996421.0
2020-08-07,'000012,国债指数,182.5975,182.6529,182.5718,182.5981,182.5819,0.0156,0.0085,363410,338657700.0
2020-08-06,'000012,国债指数,182.5819,182.677,182.5779,182.6741,182.6583,-0.0764,-0.0418,196817,184905309.0
2020-08-05,'000012,国债指数,182.6583,182.7231,182.649,182.6936,182.6773,-0.019,-0.0104,248740,234249011.0
2020-08-04,'000012,国债指数,182.6773,182.6935,182.6383,182.6386,182.6224,0.0549,0.0301,222142,209192232.0
2020-08-03,'000012,国债指数,182.6224,182.6703,182.5924,182.5934,182.5475,0.0749,0.041,258740,245843284.0
2020-07-31,'000012,国债指数,182.5475,182.6404,182.5259,182.6085,182.592,-0.0445,-0.0244,393357,370539908.0
2020-07-30,'000012,国债指数,182.592,182.6381,182.5518,182.5653,182.5497,0.0423,0.0232,236555,228497644.0
2020-07-29,'000012,国债指数,182.5497,182.7181,182.486,182.5872,182.5708,-0.0211,-0.0116,275449,263627215.0
2020-07-28,'000012,国债指数,182.5708,182.5752,182.491,182.5249,182.5093,0.0615,0.0337,403272,388120427.0
2020-07-27,'000012,国债指数,182.5093,182.5123,182.4738,182.4836,182.4346,0.0747,0.0409,281999,275686468.0
2020-07-24,'000012,国债指数,182.4346,182.5213,182.3115,182.3638,182.3472,0.0874,0.0479,414005,397691922.0
2020-07-23,'000012,国债指数,182.3472,182.395,182.3328,182.3587,182.3401,0.0071,0.0039,315642,304003096.0
2020-07-22,'000012,国债指数,182.3401,182.3703,182.2905,182.3311,182.3137,0.0264,0.0145,467438,448881561.0
2020-07-21,'000012,国债指数,182.3137,182.5454,182.0294,182.2312,182.2132,0.1005,0.0552,362910,351234381.0
2020-07-20,'000012,国债指数,182.2132,182.3268,182.1583,182.2405,182.1932,0.02,0.011,333017,321151947.0
2020-07-17,'000012,国债指数,182.1932,182.1951,182.1779,182.1852,182.172,0.0212,0.0116,390896,374079222.0
2020-07-16,'000012,国债指数,182.172,182.2424,182.0896,182.1695,182.1542,0.0178,0.0098,1061049,1037563322.0
2020-07-15,'000012,国债指数,182.1542,182.1835,182.1378,182.1835,182.1692,-0.015,-0.0082,502001,475799979.0
2020-07-14,'000012,国债指数,182.1692,182.2111,182.1493,182.2063,182.1881,-0.0189,-0.0104,345102,326435341.0
2020-07-13,'000012,国债指数,182.1881,182.2442,182.114,182.1644,182.1168,0.0713,0.0392,341466,327382158.0
2020-07-10,'000012,国债指数,182.1168,182.1907,182.1079,182.1655,182.1475,-0.0307,-0.0169,465610,444617346.0
2020-07-09,'000012,国债指数,182.1475,182.2337,182.1466,182.2327,182.2169,-0.0694,-0.0381,565895,539060358.0
2020-07-08,'000012,国债指数,182.2169,182.22,182.1096,182.2173,182.2018,0.0151,0.0083,557940,536015189.0
2020-07-07,'000012,国债指数,182.2018,182.3646,182.1633,182.3239,182.3202,-0.1184,-0.0649,737451,706207948.0
2020-07-06,'000012,国债指数,182.3202,182.5505,182.318,182.5168,182.4723,-0.1521,-0.0834,527037,497771697.0
2020-07-03,'000012,国债指数,182.4723,182.5154,182.4679,182.5091,182.4936,-0.0213,-0.0117,231072,224533333.0
2020-07-02,'000012,国债指数,182.4936,182.5121,182.4849,182.4932,182.4769,0.0167,0.0092,154833,150326381.0
2020-07-01,'000012,国债指数,182.4769,182.4983,182.4393,182.4472,182.429,0.0479,0.0263,208087,202955813.0
2020-06-30,'000012,国债指数,182.429,182.4967,182.3319,182.4775,182.4616,-0.0326,-0.0179,225684,218409163.0
2020-06-29,'000012,国债指数,182.4616,182.517,182.4433,182.4676,182.3872,0.0744,0.0408,478079,474611415.0
2020-06-24,'000012,国债指数,182.3872,182.5242,182.3755,182.4687,182.4512,-0.064,-0.0351,575252,565202490.0
2020-06-23,'000012,国债指数,182.4512,182.6325,182.4254,182.6245,182.6081,-0.1569,-0.0859,1067731,1050501201.0
2020-06-22,'000012,国债指数,182.6081,182.7311,182.5367,182.6267,182.5776,0.0305,0.0167,274921,266085735.0
2020-06-19,'000012,国债指数,182.5776,182.6695,182.5776,182.5789,182.5618,0.0158,0.0087,282468,271255210.0
2020-06-18,'000012,国债指数,182.5618,182.6308,182.5568,182.6166,182.5942,-0.0324,-0.0177,236436,228510519.0
2020-06-17,'000012,国债指数,182.5942,182.6215,182.5681,182.6125,182.5963,-0.0021,-0.0012,211227,206136888.0
2020-06-16,'000012,国债指数,182.5963,182.6972,182.5962,182.6972,182.6922,-0.0959,-0.0525,497037,484082347.0
2020-06-15,'000012,国债指数,182.6922,182.8667,182.6586,182.7448,182.6942,-0.002,-0.0011,279646,273242369.0
2020-06-12,'000012,国债指数,182.6942,182.6998,182.6387,182.6743,182.6465,0.0477,0.0261,470969,459520912.0
2020-06-11,'000012,国债指数,182.6465,182.6707,182.6391,182.6458,182.629,0.0175,0.0096,325427,323512871.0
2020-06-10,'000012,国债指数,182.629,182.6454,182.6246,182.6246,182.6093,0.0197,0.0108,178318,175444183.0
2020-06-09,'000012,国债指数,182.6093,182.7858,182.5517,182.6253,182.609,0.0003,0.0002,235292,230959355.0
2020-06-08,'000012,国债指数,182.609,182.7207,182.5791,182.6714,182.6226,-0.0136,-0.0074,268471,261644142.0
2020-06-05,'000012,国债指数,182.6226,182.6774,182.6012,182.6762,182.6597,-0.0371,-0.0203,572264,558989419.0
2020-06-04,'000012,国债指数,182.6597,182.6863,182.5811,182.6678,182.6522,0.0075,0.0041,215425,210507733.0
2020-06-03,'000012,国债指数,182.6522,182.7724,182.5814,182.7108,182.6955,-0.0433,-0.0237,496730,482938612.0
2020-06-02,'000012,国债指数,182.6955,182.9931,182.5652,182.7764,182.7608,-0.0653,-0.0357,475849,462726563.0
2020-06-01,'000012,国债指数,182.7608,182.7888,182.7335,182.7365,182.6862,0.0746,0.0408,306583,298801026.0
2020-05-29,'000012,国债指数,182.6862,182.7049,182.6826,182.6987,182.6822,0.004,0.0022,210481,210565414.0
2020-05-28,'000012,国债指数,182.6822,182.7085,182.6459,182.6579,182.6413,0.0409,0.0224,246039,242598084.0
2020-05-27,'000012,国债指数,182.6413,182.7191,182.6379,182.7056,182.6896,-0.0483,-0.0264,151644,147100926.0
2020-05-26,'000012,国债指数,182.6896,182.8306,182.6813,182.772,182.755,-0.0654,-0.0358,252165,245368581.0
2020-05-25,'000012,国债指数,182.755,182.8707,182.7544,182.8294,182.7815,-0.0265,-0.0145,165801,162853246.0
2020-05-22,'000012,国债指数,182.7815,182.8133,182.7742,182.793,182.7728,0.0087,0.0048,403143,395805857.0
2020-05-21,'000012,国债指数,182.7728,182.8091,182.7694,182.7987,182.7852,-0.0124,-0.0068,262169,264806939.0
2020-05-20,'000012,国债指数,182.7852,182.8521,182.7757,182.8106,182.7946,-0.0094,-0.0051,269909,266663067.0
2020-05-19,'000012,国债指数,182.7946,182.9062,182.7018,182.9062,182.892,-0.0974,-0.0533,539849,536119138.0
2020-05-18,'000012,国债指数,182.892,182.9098,182.8785,182.9098,182.8613,0.0307,0.0168,475321,470786922.0
2020-05-15,'000012,国债指数,182.8613,182.9387,182.7542,182.9278,182.9102,-0.0489,-0.0267,322850,321291276.0
2020-05-14,'000012,国债指数,182.9102,182.9534,182.7997,182.9241,182.9081,0.0021,0.0011,549505,541779031.0
2020-05-13,'000012,国债指数,182.9081,182.9406,182.9067,182.9233,182.9068,0.0013,0.0007,445574,441402874.0
2020-05-12,'000012,国债指数,182.9068,182.9419,182.8979,182.9302,182.9128,-0.006,-0.0033,984376,983204931.0
2020-05-11,'000012,国债指数,182.9128,183.0234,182.7802,183.0234,182.9735,-0.0607,-0.0332,732893,727826468.0
2020-05-08,'000012,国债指数,182.9735,182.9749,182.7748,182.793,182.7765,0.197,0.1078,979791,981227164.0
2020-05-07,'000012,国债指数,182.7765,182.8642,182.7388,182.7891,182.7725,0.004,0.0022,923031,926315684.0
2020-05-06,'000012,国债指数,182.7725,182.8044,182.7644,182.8041,182.7052,0.0673,0.0368,539042,540445613.0
2020-04-30,'000012,国债指数,182.7052,182.7786,182.6566,182.7786,182.7626,-0.0574,-0.0314,457547,461335062.0
2020-04-29,'000012,国债指数,182.7626,182.7703,182.6387,182.6552,182.6389,0.1237,0.0677,426547,432190362.0
2020-04-28,'000012,国债指数,182.6389,182.6481,182.627,182.6337,182.6168,0.0221,0.0121,460204,464507504.0
2020-04-27,'000012,国债指数,182.6168,182.6177,182.5314,182.5449,182.4966,0.1202,0.0659,566085,571995903.0
2020-04-24,'000012,国债指数,182.4966,182.5362,182.4632,182.5249,182.5065,-0.0099,-0.0054,633048,640109436.0
2020-04-23,'000012,国债指数,182.5065,182.5091,182.3923,182.3982,182.3819,0.1246,0.0683,1134571,1144631755.0
2020-04-22,'000012,国债指数,182.3819,182.3829,182.2755,182.2968,182.2792,0.1027,0.0563,412590,417091190.0
2020-04-21,'000012,国债指数,182.2792,182.2909,182.2093,182.2094,182.1918,0.0874,0.048,422608,428492936.0
2020-04-20,'000012,国债指数,182.1918,182.2335,182.1578,182.2326,182.1818,0.01,0.0055,739456,745145278.0
2020-04-17,'000012,国债指数,182.1818,182.1828,182.1537,182.165,182.1488,0.033,0.0181,755167,773636830.0
2020-04-16,'000012,国债指数,182.1488,182.1917,182.1254,182.1254,182.1087,0.0401,0.022,597545,603867195.0
2020-04-15,'000012,国债指数,182.1087,182.1119,182.0437,182.05,182.0338,0.0749,0.0411,456733,466394285.0
2020-04-14,'000012,国债指数,182.0338,182.0781,182.0337,182.0706,182.054,-0.0202,-0.0111,360801,367348741.0
2020-04-13,'000012,国债指数,182.054,182.1037,181.9868,182.0242,181.9751,0.0789,0.0434,409081,414608994.0
2020-04-10,'000012,国债指数,181.9751,181.9774,181.9376,181.9533,181.9369,0.0382,0.021,617713,630467717.0
2020-04-09,'000012,国债指数,181.9369,181.9396,181.8289,181.8354,181.8181,0.1188,0.0653,654679,660992097.0
2020-04-08,'000012,国债指数,181.8181,181.8627,181.7542,181.7622,181.7466,0.0715,0.0393,377079,384880617.0
2020-04-07,'000012,国债指数,181.7466,181.7531,181.6317,181.6317,181.5612,0.1854,0.1021,865004,881652165.0
2020-04-03,'000012,国债指数,181.5612,181.6993,181.5607,181.5738,181.5607,0.0005,0.0003,655307,662864251.0
2020-04-02,'000012,国债指数,181.5607,181.575,181.4638,181.5147,181.4969,0.0638,0.0352,564323,576648178.0
2020-04-01,'000012,国债指数,181.4969,181.5183,181.3604,181.3604,181.3425,0.1544,0.0851,693497,708167113.0
2020-03-31,'000012,国债指数,181.3425,181.3426,181.3122,181.3122,181.2928,0.0497,0.0274,962200,978945757.0
2020-03-30,'000012,国债指数,181.2928,181.3479,181.2913,181.3394,181.2898,0.003,0.0017,787118,801118243.0
2020-03-27,'000012,国债指数,181.2898,181.2942,181.264,181.2647,181.2499,0.0399,0.022,542888,552323937.0
2020-03-26,'000012,国债指数,181.2499,181.2515,181.2237,181.2244,181.2068,0.0431,0.0238,630505,641448169.0
2020-03-25,'000012,国债指数,181.2068,181.2157,181.1671,181.1892,181.1778,0.029,0.016,572763,581636308.0
2020-03-24,'000012,国债指数,181.1778,181.1835,181.0855,181.0864,181.0777,0.1001,0.0553,773145,786386151.0
2020-03-23,'000012,国债指数,181.0777,181.0799,180.9109,180.9109,180.8513,0.2264,0.1252,722044,730529526.0
2020-03-20,'000012,国债指数,180.8513,180.8523,180.8106,180.8213,180.8046,0.0467,0.0258,400973,402564431.0
2020-03-19,'000012,国债指数,180.8046,180.8634,180.7153,180.733,180.7158,0.0888,0.0491,509169,513422417.0
2020-03-18,'000012,国债指数,180.7158,180.7271,180.6389,180.7271,180.7106,0.0052,0.0029,710175,718979811.0
2020-03-17,'000012,国债指数,180.7106,180.7655,180.6751,180.7618,180.7514,-0.0408,-0.0226,453951,460914782.0
2020-03-16,'000012,国债指数,180.7514,180.8055,180.7217,180.784,180.7325,0.0189,0.0105,402777,410811103.0
2020-03-13,'000012,国债指数,180.7325,180.8698,180.7155,180.861,180.8484,-0.1159,-0.0641,856562,873130677.0
2020-03-12,'000012,国债指数,180.8484,180.8728,180.8482,180.8598,180.8429,0.0055,0.003,644508,657941302.0
2020-03-11,'000012,国债指数,180.8429,180.8461,180.5155,180.5184,180.502,0.3409,0.1889,529925,542918899.0
2020-03-10,'000012,国债指数,180.502,180.5926,180.4778,180.5926,180.5927,-0.0907,-0.0502,599426,614005590.0
2020-03-09,'000012,国债指数,180.5927,180.599,179.9605,179.9605,179.8782,0.7145,0.3972,662730,686491234.0
2020-03-06,'000012,国债指数,179.8782,179.8789,179.7409,179.7457,179.7276,0.1506,0.0838,441669,445430272.0
2020-03-05,'000012,国债指数,179.7276,179.7411,179.6518,179.6646,179.6501,0.0775,0.0431,541976,548438712.0
2020-03-04,'000012,国债指数,179.6501,179.68,179.5619,179.5645,179.5435,0.1066,0.0594,520477,521883561.0
2020-03-03,'000012,国债指数,179.5435,179.5534,179.5045,179.5139,179.5004,0.0431,0.024,401185,401135522.0
2020-03-02,'000012,国债指数,179.5004,179.5004,179.4145,179.4678,179.4369,0.0635,0.0354,261284,262892776.0
2020-02-28,'000012,国债指数,179.4369,179.4422,179.394,179.394,179.3736,0.0633,0.0353,526955,531954488.0
2020-02-27,'000012,国债指数,179.3736,179.3746,179.2827,179.2827,179.2643,0.1093,0.061,440524,440802676.0
2020-02-26,'000012,国债指数,179.2643,179.2842,178.8203,178.8652,178.8453,0.419,0.2343,273646,269930071.0
2020-02-25,'000012,国债指数,178.8453,178.8617,178.8333,178.8357,178.8211,0.0242,0.0135,318678,321379414.0
2020-02-24,'000012,国债指数,178.8211,178.8622,178.7839,178.8606,178.8099,0.0112,0.0063,276864,278708786.0
2020-02-21,'000012,国债指数,178.8099,178.8101,178.6258,178.6761,178.6579,0.152,0.0851,206364,207525416.0
2020-02-20,'000012,国债指数,178.6579,178.8043,178.6551,178.7791,178.7626,-0.1047,-0.0586,343749,342696301.0
2020-02-19,'000012,国债指数,178.7626,178.7988,178.7389,178.7847,178.7683,-0.0057,-0.0032,259110,260291816.0
2020-02-18,'000012,国债指数,178.7683,179.2005,178.7666,179.1958,179.1779,-0.4096,-0.2286,502833,499182255.0
2020-02-17,'000012,国债指数,179.1779,179.2498,179.1628,179.2228,179.1748,0.0031,0.0017,440674,438611091.0
2020-02-14,'000012,国债指数,179.1748,179.1916,179.169,179.1774,179.16,0.0148,0.0083,326776,326127958.0
2020-02-13,'000012,国债指数,179.16,179.2261,179.0271,179.1563,179.1392,0.0208,0.0116,323148,324577934.0
2020-02-12,'000012,国债指数,179.1392,179.2065,178.947,179.1535,179.1396,-0.0004,-0.0002,490135,496323624.0
2020-02-11,'000012,国债指数,179.1396,179.2656,178.7714,179.2207,179.2041,-0.0645,-0.036,368975,370745981.0
2020-02-10,'000012,国债指数,179.2041,179.2178,178.8124,179.1651,179.1149,0.0892,0.0498,524676,529055684.0
